"imgName","leftName","upName","rightName","downName"
"b1_f11032.png","b1_f11023.png","b1_f11030.png","b1_f11033.png","b1_f11210.png"
"b1_f11033.png","b1_f11032.png","b1_f11031.png","b1_f11122.png","b1_f11211.png"
"b1_f11122.png","b1_f11033.png","b1_f11120.png","b1_f11123.png","b1_f11300.png"
"b1_f11123.png","b1_f11122.png","b1_f11121.png","b1_f11132.png","b1_f11301.png"
"b1_f11132.png","b1_f11123.png","b1_f11130.png","b1_f11133.png","b1_f11310.png"
"b0_f00200.png","NA","b0_f00022.png","b0_f00201.png","b0_f00202.png"
"b0_f00201.png","b0_f00200.png","b0_f00023.png","b0_f00210.png","b0_f00203.png"
"b0_f00210.png","b0_f00201.png","b0_f00032.png","b0_f00211.png","b0_f00212.png"
"b0_f00211.png","b0_f00210.png","b0_f00033.png","b0_f00300.png","b0_f00213.png"
"b0_f00300.png","b0_f00211.png","b0_f00122.png","b0_f00301.png","b0_f00302.png"
"b0_f00301.png","b0_f00300.png","b0_f00123.png","b0_f00310.png","b0_f00303.png"
"b0_f00310.png","b0_f00301.png","b0_f00132.png","b0_f00311.png","b0_f00312.png"
"b0_f00311.png","b0_f00310.png","b0_f00133.png","b0_f01200.png","b0_f00313.png"
"b0_f01200.png","b0_f00311.png","b0_f01022.png","b0_f01201.png","b0_f01202.png"
"b0_f01201.png","b0_f01200.png","b0_f01023.png","b0_f01210.png","b0_f01203.png"
"b0_f01210.png","b0_f01201.png","b0_f01032.png","b0_f01211.png","b0_f01212.png"
"b0_f01211.png","b0_f01210.png","b0_f01033.png","b0_f01300.png","b0_f01213.png"
"b0_f01300.png","b0_f01211.png","b0_f01122.png","b0_f01301.png","b0_f01302.png"
"b0_f01301.png","b0_f01300.png","b0_f01123.png","b0_f01310.png","b0_f01303.png"
"b0_f01310.png","b0_f01301.png","b0_f01132.png","b0_f01311.png","b0_f01312.png"
"b0_f01311.png","b0_f01310.png","b0_f01133.png","b0_f10200.png","b0_f01313.png"
"b0_f10200.png","b0_f01311.png","b0_f10022.png","b0_f10201.png","b0_f10202.png"
"b0_f10201.png","b0_f10200.png","b0_f10023.png","b0_f10210.png","b0_f10203.png"
"b0_f10210.png","b0_f10201.png","b0_f10032.png","b0_f10211.png","b0_f10212.png"
"b0_f10211.png","b0_f10210.png","b0_f10033.png","b0_f10300.png","b0_f10213.png"
"b0_f10300.png","b0_f10211.png","b0_f10122.png","b0_f10301.png","b0_f10302.png"
"b0_f10301.png","b0_f10300.png","b0_f10123.png","b0_f10310.png","b0_f10303.png"
"b0_f10310.png","b0_f10301.png","b0_f10132.png","b0_f10311.png","b0_f10312.png"
"b0_f10311.png","b0_f10310.png","b0_f10133.png","b0_f11200.png","b0_f10313.png"
"b0_f11200.png","b0_f10311.png","b0_f11022.png","b0_f11201.png","b0_f11202.png"
"b0_f11201.png","b0_f11200.png","b0_f11023.png","b0_f11210.png","b0_f11203.png"
"b0_f11210.png","b0_f11201.png","b0_f11032.png","b0_f11211.png","b0_f11212.png"
"b0_f11211.png","b0_f11210.png","b0_f11033.png","b0_f11300.png","b0_f11213.png"
"b0_f11300.png","b0_f11211.png","b0_f11122.png","b0_f11301.png","b0_f11302.png"
"b0_f11301.png","b0_f11300.png","b0_f11123.png","b0_f11310.png","b0_f11303.png"
"b0_f11310.png","b0_f11301.png","b0_f11132.png","b0_f11311.png","b0_f11312.png"
"b0_f11311.png","b0_f11310.png","b0_f11133.png","b1_f00200.png","b0_f11313.png"
"b1_f00200.png","b0_f11311.png","b1_f00022.png","b1_f00201.png","b1_f00202.png"
"b1_f00201.png","b1_f00200.png","b1_f00023.png","b1_f00210.png","b1_f00203.png"
"b1_f00210.png","b1_f00201.png","b1_f00032.png","b1_f00211.png","b1_f00212.png"
"b1_f00211.png","b1_f00210.png","b1_f00033.png","b1_f00300.png","b1_f00213.png"
"b1_f00300.png","b1_f00211.png","b1_f00122.png","b1_f00301.png","b1_f00302.png"
"b1_f00301.png","b1_f00300.png","b1_f00123.png","b1_f00310.png","b1_f00303.png"
"b1_f00310.png","b1_f00301.png","b1_f00132.png","b1_f00311.png","b1_f00312.png"
"b1_f00311.png","b1_f00310.png","b1_f00133.png","b1_f01200.png","b1_f00313.png"
"b1_f01200.png","b1_f00311.png","b1_f01022.png","b1_f01201.png","b1_f01202.png"
"b1_f01201.png","b1_f01200.png","b1_f01023.png","b1_f01210.png","b1_f01203.png"
